id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_tenure_years,days_since_last_review,listing_age_years,n_amenities,amenity_wifi,amenity_kitchen,amenity_parking,amenity_heating,amenity_ac,amenity_tv,amenity_washer,amenity_dryer,amenity_dishwasher,amenity_free_street_parking,amenity_private_entrance,amenity_dedicated_workspace,amenity_self_checkin,amenity_pets_allowed,amenity_bathtub,price
1498004836918267976,117530000,2017-02-21,United States,within an hour,100.0,82.0,True,St. Elizabeth's,2.0,3.0,True,True,Brighton,42.34131,-71.15916,Private room in home,Private room,1,1.0,0.0,1.0,"[""Body soap"", ""Conditioner"", ""Wifi"", ""Dining table"", ""Washer"", ""Smoke alarm"", ""Shampoo"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Kitchen"", ""Paid parking on premises"", ""Hot water""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,True,28,58,88,362,0,0,0,97,0,0,,,,,,,,,,False,1,0,1,0,,8.777549623545516,,,12,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,108.0
1475551253532939207,69587,2010-01-11,"Boston, MA",within an hour,100.0,97.0,True,East Boston,8.0,8.0,True,True,East Boston,42.37441,-71.03758,Private room in home,Private room,2,2.0,1.0,1.0,"[""Toaster"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Refrigerator"", ""Laundromat nearby"", ""Freezer"", ""Dining table"", ""Shampoo"", ""Keypad"", ""Hot water kettle"", ""Wine glasses"", ""Coffee"", ""Books and reading material"", ""Wifi"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Bed linens"", ""Oven"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Body soap"", ""Conditioner"", ""Self check-in"", ""Fire extinguisher"", ""Free parking on premises"", ""Lock on bedroom door"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Room-darkening shades"", ""Free street parking""]",1,14,1.0,1.0,14.0,14.0,1.0,14.0,True,7,24,47,303,16,16,8,56,0,96,2025-08-05,2025-09-18,5.0,4.88,5.0,4.75,4.81,4.69,4.81,True,6,0,6,0,9.6,15.890485968514716,75.0,0.3258042436687201,42,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,130.0
37968480,272001812,2019-06-28,"Boston, MA",within an hour,100.0,100.0,True,Dorchester,7.0,9.0,True,True,Dorchester,42.3129,-71.06285,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Heating"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Smart lock"", ""Shampoo"", ""TV"", ""Wifi"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Bed linens"", ""Oven"", ""Kitchen"", ""Microwave"", ""Stove"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Coffee maker"", ""Dishes and silverware"", ""Free street parking"", ""Hot water""]",1,1124,1.0,4.0,1125.0,1125.0,2.0,1125.0,True,15,30,59,133,113,38,2,65,24,228,2019-08-31,2025-09-04,4.68,4.76,4.73,4.78,4.81,4.52,4.71,True,7,1,6,0,1.53,6.431211498973306,89.0,6.255989048596852,28,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,89.0
1439327316183508166,693817137,2025-05-05,,within an hour,96.0,100.0,True,Back Bay West,5.0,6.0,True,True,Back Bay,42.3507,-71.08883,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Toaster"", ""Radiant heating"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Baking sheet"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Laundromat nearby"", ""Freezer"", ""Pets allowed"", ""Keypad"", ""Hot water kettle"", ""Hangers"", ""Wine glasses"", ""Blender"", ""Paid parking on premises \u2013 1 space"", ""Mini fridge"", ""Window AC unit"", ""Wifi"", ""Long term stays allowed"", ""HDTV with Roku"", ""Luggage dropoff allowed"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Paid parking garage off premises"", ""Bed linens"", ""Oven"", ""Paid dryer \u2013 In building"", ""Kitchen"", ""Microwave"", ""Stove"", ""Private patio or balcony"", ""Bathtub"", ""Clothing storage: closet"", ""Self check-in"", ""Fire extinguisher"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Room-darkening shades"", ""Coffee maker: drip coffee maker"", ""Hot water""]",1,365,1.0,4.0,365.0,365.0,1.3,365.0,True,10,34,58,221,14,14,6,67,0,84,2025-07-22,2025-09-22,4.93,4.93,4.79,5.0,4.93,5.0,4.86,True,5,5,0,0,6.46,0.5776865160848734,71.0,0.3641341546885694,46,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,215.0
53174170,430457779,2021-11-04,,within an hour,100.0,100.0,False,Roxbury,1.0,1.0,True,True,Dorchester,42.31283,-71.07694,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Backyard"", ""Radiant heating"", ""Smoke alarm"", ""Private entrance"", ""Clothing storage: dresser"", ""Carbon monoxide alarm"", ""First aid kit"", ""Drying rack for clothing"", ""Lockbox"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Laundromat nearby"", ""Dining table"", ""Portable fans"", ""Shampoo"", ""TV"", ""Hangers"", ""Fast wifi \u2013 260 Mbps"", ""Mini fridge"", ""Cleaning products"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Shower gel"", ""Microwave"", ""Body soap"", ""Self check-in"", ""Fire extinguisher"", ""Free parking on premises"", ""Coffee maker"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Room-darkening shades"", ""Free street parking"", ""Hot water""]",3,31,3.0,3.0,31.0,31.0,3.0,31.0,True,14,33,63,335,109,31,4,73,39,186,2022-01-05,2025-09-19,4.79,4.89,4.9,4.86,4.87,4.43,4.74,False,1,1,0,0,2.41,4.076659822039699,74.0,3.906913073237509,37,True,False,True,True,False,True,False,True,False,True,True,True,True,False,False,96.0
1167128067512157867,107434423,2016-12-16,"New York, NY",within an hour,100.0,96.0,False,Cambridge,5084.0,5865.0,True,True,Downtown,42.35119,-71.06402,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""High chair"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Cooking basics"", ""Lockbox"", ""Pets allowed"", ""Shampoo"", ""TV"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Crib"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Coffee maker"", ""Washer \u2013\u00a0In unit"", ""Hot water""]",32,1125,30.0,335.0,1125.0,1125.0,38.3,1125.0,True,0,0,0,137,0,0,0,0,0,0,,,,,,,,,,True,343,343,0,0,,8.960985626283367,,,31,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,416.0
659511501225097577,31340713,2015-04-16,"Boston, MA",within an hour,95.0,91.0,False,Allston-Brighton,117.0,207.0,True,True,South End,42.34041,-71.06949,Entire rental unit,Entire home/apt,3,2.0,2.0,1.0,"[""Toaster"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Baking sheet"", ""City skyline view"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Laundromat nearby"", ""Freezer"", ""Dining table"", ""Portable fans"", ""Paid parking off premises"", ""Pets allowed"", ""Shampoo"", ""Clothing storage"", ""Hangers"", ""Hot water kettle"", ""Wine glasses"", ""Blender"", ""Coffee"", ""Cleaning products"", ""Wifi"", ""Washer"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""55 inch HDTV with Roku"", ""Oven"", ""Dryer"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Body soap"", ""Bathtub"", ""Conditioner"", ""Fire extinguisher"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Central air conditioning"", ""Dishes and silverware"", ""Hot water""]",180,1125,30.0,198.0,1125.0,1125.0,156.9,1125.0,True,0,0,15,289,1,0,0,24,0,0,2023-10-29,2023-10-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,33,33,0,0,0.04,10.63107460643395,765.0,2.0944558521560577,48,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,286.0
1360621482451813370,34781821,2015-06-01,"Boston, MA",within a day,100.0,100.0,False,Southern Mattapan,1.0,1.0,True,True,Mattapan,42.27326,-71.10755,Tiny home,Entire home/apt,3,1.0,1.0,1.0,"[""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Kitchen""]",29,90,29.0,29.0,1125.0,1125.0,29.0,1125.0,True,30,60,90,270,1,1,0,100,0,58,2025-06-17,2025-06-17,5.0,5.0,5.0,5.0,5.0,4.0,5.0,True,1,1,0,0,0.3,10.505133470225871,168.0,0.459958932238193,4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,112.0
35579707,191449187,2018-05-24,"Jeddah, Saudi Arabia",,,,False,,1.0,4.0,True,True,East Boston,42.37007,-71.03829,Private room in rental unit,Private room,1,2.0,1.0,2.0,"[""Backyard"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Patio or balcony"", ""Shampoo"", ""TV"", ""Keypad"", ""Hangers"", ""Wifi"", ""Washer"", ""Air conditioning"", ""Oven"", ""Dryer"", ""Kitchen"", ""Stove"", ""Self check-in"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Free street parking"", ""Hot water""]",91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,True,30,60,90,365,3,0,0,99,0,0,2019-06-14,2019-10-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0,1,0,0.04,7.526351813826146,2236.0,6.469541409993155,28,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,128.0
765841775181131141,107434423,2016-12-16,"New York, NY",within an hour,100.0,96.0,False,Cambridge,5084.0,5865.0,True,True,Downtown,42.3511858,-71.06401699999999,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Fast wifi \u2013 143 Mbps"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""High chair"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Cooking basics"", ""Lockbox"", ""Pets allowed"", ""Shampoo"", ""TV"", ""Hangers"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Crib"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Coffee maker"", ""Washer \u2013\u00a0In unit"", ""Hot water""]",32,1125,30.0,334.0,1125.0,1125.0,38.2,1125.0,True,0,0,0,237,0,0,0,0,0,0,,,,,,,,,,True,343,343,0,0,,8.960985626283367,,,31,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,315.0
1024462753101370264,493644675,2022-12-31,"Boston, MA",within an hour,100.0,98.0,False,Codman Square,3.0,4.0,True,True,Dorchester,42.29325,-71.07544,Private room in home,Private room,2,2.0,1.0,1.0,"[""Whirlpool  single oven"", ""Toaster"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Baking sheet"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Whirlpool electric stove"", ""Laundromat nearby"", ""Freezer"", ""Dining table"", ""Shampoo"", ""Keypad"", ""Clothing storage"", ""Hangers"", ""Hot water kettle"", ""Wine glasses"", ""Blender"", ""Coffee"", ""Cleaning products"", ""Books and reading material"", ""Window AC unit"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hotpoint refrigerator"", ""Bed linens"", ""Central heating"", ""Shower gel"", ""White Rain body soap"", ""Kitchen"", ""Microwave"", ""Conditioner"", ""Bathtub"", ""Coffee maker: Keurig coffee machine"", ""Self check-in"", ""Fire extinguisher"", ""Free parking on premises"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Board games"", ""43 inch TV with Disney+, Netflix, Roku"", ""Free street parking"", ""Hot water""]",1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,24,54,84,173,28,14,0,93,20,84,2024-05-08,2025-07-28,4.5,4.61,4.64,4.61,4.79,4.5,4.14,False,3,0,3,0,1.66,2.921286789869952,127.0,1.568788501026694,47,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,96.0
8518237,44851947,2015-09-22,"Beverly, MA",within an hour,100.0,100.0,True,Allston-Brighton,3.0,3.0,True,True,Brighton,42.34196,-71.16095,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Toaster"", ""Free washer \u2013 In unit"", ""Thor gas stove"", ""Clothing storage: wardrobe"", ""Dishwasher"", ""Radiant heating"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Exterior security cameras on property"", ""Baking sheet"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Private backyard \u2013 Not fully fenced"", ""Smart lock"", ""Shampoo"", ""Hot water kettle"", ""Hangers"", ""Wine glasses"", ""Blender"", ""Coffee"", ""Coffee maker: french press, Nespresso"", ""Wifi"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Oven"", ""AC - split type ductless system"", ""Kitchen"", ""Microwave"", ""Body soap"", ""Conditioner"", ""Private patio or balcony"", ""Self check-in"", ""Fire extinguisher"", ""Garden view"", ""50 inch HDTV with Amazon Prime Video, HBO Max, Apple TV, Hulu, Netflix"", ""Outdoor furniture"", ""Heating - split type ductless system"", ""Free driveway parking on premises \u2013 1 space"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hot water""]",2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,True,9,27,57,232,414,41,7,66,44,246,2015-09-24,2025-09-22,4.99,4.98,4.98,4.97,4.99,4.9,4.9,False,1,1,0,0,3.4,10.195756331279943,71.0,10.19028062970568,52,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,324.0
1513120836717387389,20857768,2014-09-02,"Boston, MA",within an hour,100.0,62.0,False,North End,184.0,251.0,True,True,South Boston Waterfront,42.3498534,-71.0443746,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Toaster"", ""Fire pit"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Building staff"", ""Baking sheet"", ""Sun loungers"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Freezer"", ""Dining table"", ""Children\u2019s books and toys"", ""Pets allowed"", ""TV"", ""Hot water kettle"", ""Hangers"", ""Wine glasses"", ""Cleaning products"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Outdoor dining area"", ""Dryer"", ""Outdoor pool"", ""Kitchen"", ""Microwave"", ""Stove"", ""Private patio or balcony"", ""Bathtub"", ""Indoor fireplace"", ""Self check-in"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Gym"", ""Coffee maker"", ""Dishes and silverware"", ""Pool table"", ""Hot water""]",30,730,30.0,30.0,730.0,730.0,30.0,730.0,True,4,11,41,316,0,0,0,51,0,0,,,,,,,,,,True,55,55,0,0,,11.249828884325805,,,50,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,364.0
26163695,153568352,2017-10-06,"Massachusetts, United States",within an hour,100.0,98.0,True,Mattapan,5.0,5.0,True,True,Mattapan,42.27808,-71.08717,Private room in home,Private room,2,1.0,1.0,1.0,"[""Toaster"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Host greets you"", ""Exterior security cameras on property"", ""Baking sheet"", ""Dove conditioner"", ""42 inch HDTV with standard cable, Fire TV"", ""Hair dryer"", ""Essentials"", ""Ceiling fan"", ""Refrigerator"", ""Cooking basics"", ""Laundromat nearby"", ""Freezer"", ""Dining table"", ""Hot water kettle"", ""Hangers"", ""Wine glasses"", ""Coffee"", ""Cleaning products"", ""Wifi"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Oven"", ""Shower gel"", ""Shared patio or balcony"", ""Kitchen"", ""Microwave"", ""Stove"", ""Dove  body soap"", ""Bathtub"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Indoor fireplace"", ""Fire extinguisher"", ""Dove shampoo"", ""Lock on bedroom door"", ""Coffee maker"", ""Pocket wifi"", ""Cleaning available during stay"", ""Central air conditioning"", ""Dishes and silverware"", ""Ethernet connection"", ""Room-darkening shades"", ""Free street parking"", ""Hot water""]",2,28,2.0,2.0,28.0,28.0,2.0,28.0,True,27,57,87,177,95,3,0,97,8,18,2018-08-31,2025-05-26,4.84,4.86,4.91,4.94,4.95,4.63,4.84,False,5,0,5,0,1.1,8.15605749486653,190.0,7.255304585900069,53,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,128.0
47890883,386040727,2021-01-25,"Boston, MA",within an hour,96.0,94.0,True,Dorchester,3.0,3.0,True,True,Dorchester,42.28626,-71.04232,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Backyard"", ""Heating"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Smart lock"", ""Shampoo"", ""TV"", ""Hangers"", ""Wifi"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Air conditioning"", ""Single level home"", ""Bed linens"", ""Oven"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Bathtub"", ""Window guards"", ""Self check-in"", ""Fire extinguisher"", ""Coffee maker"", ""Dishes and silverware"", ""Ethernet connection"", ""Paid parking on premises"", ""Free street parking"", ""Hot water""]",1,4,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,17,26,26,26,303,54,1,26,64,255,2021-02-23,2025-08-24,4.91,4.92,4.97,4.93,4.95,4.72,4.81,False,3,3,0,0,5.43,4.851471594798084,100.0,4.772073921971253,37,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,140.0
1074683137531183017,417546358,2021-08-08,,within a few hours,100.0,87.0,,Beacon Hill,279.0,427.0,True,True,Beacon Hill,42.36012,-71.06878,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,"[""Smoke alarm"", ""Private entrance"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Refrigerator"", ""Essentials"", ""Dining table"", ""Shampoo"", ""TV"", ""Clothing storage"", ""Hangers"", ""Cleaning products"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Paid dryer \u2013 In building"", ""Central heating"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Body soap"", ""Conditioner"", ""Fire extinguisher"", ""Coffee maker"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Hot water""]",29,365,29.0,29.0,365.0,365.0,29.0,365.0,True,0,17,47,167,0,0,0,56,0,0,,,,,,,,,,False,7,7,0,0,,4.317590691307323,,,29,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,125.0
41876957,71783,2010-01-19,"Boston, MA",within a day,84.0,95.0,False,Dorchester,60.0,97.0,True,True,Dorchester,42.32287,-71.0621,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Toaster"", ""Heating"", ""Dishwasher"", ""Bread maker"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Drying rack for clothing"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Laundromat nearby"", ""Freezer"", ""Dining table"", ""Pets allowed"", ""Shampoo"", ""Keypad"", ""Clothing storage"", ""Hangers"", ""Hot water kettle"", ""Wine glasses"", ""Cleaning products"", ""Books and reading material"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Oven"", ""Dryer"", ""Kitchen"", ""Microwave"", ""Stove"", ""Body soap"", ""Bathtub"", ""Housekeeping - available at extra cost"", ""Self check-in"", ""Fire extinguisher"", ""TV with standard cable"", ""Coffee maker"", ""Central air conditioning"", ""Dishes and silverware"", ""Free street parking"", ""Hot water""]",30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,True,24,54,84,337,4,1,0,94,0,60,2020-05-22,2025-08-16,4.5,4.75,4.75,5.0,4.25,3.75,4.0,False,58,18,40,0,0.06,15.86858316221766,108.0,5.530458590006845,48,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,65.0
1724900,7723912,2013-07-25,"Boston, MA",within a few hours,100.0,25.0,False,Roslindale,3.0,6.0,True,True,Roslindale,42.28447,-71.13301,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Toaster"", ""Heating"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Ceiling fan"", ""Refrigerator"", ""Laundromat nearby"", ""Freezer"", ""Portable fans"", ""Children\u2019s books and toys"", ""Shampoo"", ""TV"", ""Hot water kettle"", ""Hangers"", ""Wine glasses"", ""Window AC unit"", ""Rice maker"", ""Wifi"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Oven"", ""Kitchen"", ""Microwave"", ""Stove"", ""Bathtub"", ""Free parking on premises"", ""Coffee maker"", ""Dishes and silverware"", ""Free street parking"", ""Hot water""]",29,365,29.0,29.0,365.0,365.0,29.0,365.0,True,23,53,83,358,44,0,0,92,0,0,2013-10-27,2020-11-30,4.61,4.86,4.81,4.95,4.79,4.56,4.65,False,3,3,0,0,0.3,12.355920602327172,1828.0,12.098562628336756,38,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,167.0
7475379,22348222,2014-10-09,"Massachusetts, United States",within an hour,100.0,100.0,False,Beacon Hill,120.0,136.0,True,True,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Toaster"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Smart lock"", ""Paid parking off premises"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Dryer"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Self check-in"", ""TV with standard cable"", ""Coffee maker"", ""Dishes and silverware"", ""Hot water""]",1,1124,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,2,10,40,297,282,21,3,49,15,126,2015-12-06,2025-09-22,4.73,4.88,4.85,4.93,4.89,4.96,4.63,False,86,86,0,0,2.36,11.148528405201915,71.0,9.990417522245036,28,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,218.0
970255424387491666,22348222,2014-10-09,"Massachusetts, United States",within an hour,100.0,100.0,False,Beacon Hill,120.0,136.0,True,True,Fenway,42.33935,-71.09415,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Toaster"", ""Heating"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Smart lock"", ""Shampoo"", ""TV"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Extra pillows and blankets"", ""Air conditioning"", ""Bed linens"", ""Dryer"", ""Kitchen"", ""Microwave"", ""Stove"", ""Window guards"", ""Self check-in"", ""Coffee maker"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hot water""]",1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,3,25,55,279,43,25,5,64,8,150,2023-10-04,2025-09-20,4.65,4.67,4.91,4.67,4.74,4.88,4.49,True,86,86,0,0,1.79,11.148528405201915,73.0,2.16290212183436,30,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,141.0
956601340775051548,20541419,2014-08-26,"Massachusetts, United States",within an hour,83.0,100.0,False,Allston,1.0,2.0,True,True,Allston,42.35284739226045,-71.13352082669735,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Dishwasher"", ""Radiant heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Essentials"", ""Ceiling fan"", ""Laundromat nearby"", ""Samsung refrigerator"", ""Samsung  oven"", ""Freezer"", ""Smart lock"", ""Samsung stainless steel electric stove"", ""Shampoo"", ""TV"", ""Hot water kettle"", ""Hangers"", ""Wine glasses"", ""Cleaning products"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Air conditioning"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Coffee maker: pour-over coffee"", ""Conditioner"", ""Bathtub"", ""Clothing storage: closet"", ""Self check-in"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hot water""]",91,720,91.0,91.0,1125.0,1125.0,91.0,1125.0,True,0,0,22,297,2,0,0,32,1,0,2023-12-31,2024-09-02,4.5,5.0,5.0,4.5,4.5,5.0,4.5,False,1,1,0,0,0.09,11.268993839835728,456.0,1.9219712525667352,34,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,101.0
